# G-191
5000	5190.380	1.04170
5100	5294.550	1.04170
5200	5398.720	1.04168
5300	5502.888	1.04166
5400	5607.054	1.04163
5500	5711.217	1.04158
# G-193
5000	5155.794	1.03300
5100	5259.094	1.03296
5200	5362.390	1.03294
5300	5465.684	1.03290
5400	5568.974	1.03285
5500	5672.259	1.03280
