 215  211   0 3 0 4-4 1 0 0 0 0-1 .00000 .00000 .00000      .00000 .000005  .000000 .000000
 216  212 107 2 0 4-4 2 0 0 0 0 0 .00014 .00014 .00014      .00014 .000146  .000000 .000150
 217  213 108 2 0 4-4 2 1 0 0 0 0 .00007 .00007 .00007      .00000 .000060  .000000 .000060
 218  214   0 2 0 4-3-2 0 1 0 0 0 .00000 .00000 .00000      .00000 .000020  .000000 .000000
 219  215 109 2 0 4-3 0 0 1 0 0 0 .00033 .00033 .00033      .00032 .000327  .000000 .000330
 220  216 110 2 0 4-3 0 1 1 0 0 0 .00014 .00014 .00014      .00013 .000131  .000000 .000140
 221  217   0 2 0 4-2-2-1 0 0 0 0 .00000 .00000 .00000      .00000 .000033  .000000 .000000
 222  218 111 2 0 4-2-2 0 0 0 0 0 .00026 .00026 .00026      .00025 .000258  .000000 .000250
 223  219   0 2 0 4-2-2 1 0 0 0 2 .00000 .00000 .00000      .00000 .000017  .000000
 224  220   0 3 0 4-2-1 0 0 0 0-1 .00000 .00000 .00000      .00000 .000028  .000000 .000030
 225  221   0 3 0 4-2-1 1 0 0 0-1 .00000 .00000 .00000      .00000 .000004  .000000
 226  222 112 2 0 4-2 0 0 0 0 0 0 .00479 .00479 .00479 MSQM .00478 .004779 -.000005 .004780
 227  223 113 2 0 4-2 0 1 0 0 0 0 .00197 .00197 .00197      .00200 .001981 -.000001 .001980
 228  224 114 2 0 4-2 0 2 0 0 0 0 .00019 .00019 .00019      .00019 .000185  .000000 .000190
 229  225   0 3 0 4-2 1 0 0 0 0-1 .00000 .00000 .00000      .00000 .000019  .000000 .000021
 230  226   0 3 0 4-2 1 1 0 0 0-1 .00000 .00000 .00000      .00000 .000012  .000000 .000012
 231  227 115 2 0 4-1-2 0 1 0 0 0 .00007 .00007 .00007      .00000 .000066  .000000 .000070
 232  228   0 2 0 4-1-2 1 1 0 0 0 .00000 .00000 .00000      .00000 .000023  .000000
 233  229   0 2 0 4-1-1 0 0 0 0 2 .00000 .00000 .00000      .00000 .000041  .000000 .000040
 234  230   0 2 0 4-1-1 1 0 0 0 2 .00000 .00000 .00000      .00000 .000018  .000000
 235  231 116 2 0 4-1 0 0-1 0 0 2 .00007 .00007 .00007      .00000 .000068  .000000 .000070
 236  232   0 2 0 4-1 0 1-1 0 0 2 .00000 .00000 .00000      .00000 .000025  .000000
 237  233   0 2 0 4 0-4 0 0 0 0 0 .00000 .00000 .00000      .00000 .000043  .000000 .000040
 238  234   0 3 0 4 0-3 0 0 0 0-1 .00000 .00000 .00000      .00000 .000010  .000000
 239  235 117 2 0 4 0-2 0 0 0 0 0 .00397 .00397 .00397      .00396 .003960 -.000005 .003960
 240  236 118 2 0 4 0-2 1 0 0 0 0 .00164 .00164 .00164      .00165 .001642 -.000002 .001640
 241  237 119 2 0 4 0-2 2 0 0 0 0 .00014 .00014 .00016      .00016 .000158  .000000 .000160
 242  238 120 3 0 4 0-1 0 0 0 0-1 .00010 .00010 .00010      .00011 .000104  .000000 .000104
 243  239 121 3 0 4 0-1 1 0 0 0-1 .00006 .00006 .00006      .00000 .000065  .000000 .000066
 244  240   0 3 0 4 0-1 2 0 0 0-1 .00000 .00000 .00000      .00000 .000013  .000000 .000012
 245  241   0 4 0 4 0 0 0 0 0 0 0 .00000 .00000 .00000      .00000 .000005  .000000
 246  242   0 2 0 4 0 0 2 0 0 0 2 .00000 .00000 .00000      .00000 .000024  .000000
 247  243   0 2 0 4 0 0 3 0 0 0 2 .00000 .00000 .00000      .00000 .000010  .000000
 248  244   0 2 0 4 1-2 0-1 0 0 2 .00000 .00000 .00000      .00000 .000053  .000000 .000060
 249  245   0 2 0 4 1-2 1-1 0 0 2 .00000 .00000 .00000      .00000 .000020  .000000
 250  246   0 2 0 4 2-4 0 0 0 0 2 .00000 .00000 .00000      .00000 .000015  .000000
 251  247   0 2 0 5-5 1 0 1 0 0 0 .00000 .00000 .00000      .00000 .000026  .000000
 252  248   0 2 0 5-5 1 1 1 0 0 0 .00000 .00000 .00000      .00000 .000010  .000000
 253  249   0 2 0 5-4-1-1 0 0 0 0 .00000 .00000 .00000      .00000 .000011  .000000
 254  250   0 2 0 5-4-1 0 0 0 0 0 .00000 .00000 .00000      .00000 .000040  .000000 .000040
 255  251 122 2 0 5-4 1 0 0 0 0 0 .00023 .00023 .00023      .00023 .000223  .000000 .000220
 256  252   0 2 0 5-4 1 1 0 0 0 0 .00000 .00000 .00000      .00000 .000092  .000000 .000100
 257  253   0 2 0 5-3-1 0 1 0 0 0 .00000 .00000 .00000      .00000 .000089  .000000 .000090
 258  254   0 2 0 5-3-1 1 1 0 0 0 .00000 .00000 .00000      .00000 .000036  .000000
 259  255   0 2 0 5-2-3 0 0 0 0 0 .00000 .00000 .00000      .00000 .000027  .000000
 260  256   0 3 0 5-2-2 0 0 0 0-1 .00000 .00000 .00000      .00000 .000004  .000000
 261  257 123 2 0 5-2-1 0 0 0 0 0 .00116 .00116 .00116      .00116 .001155  .000000 .001160
 262  258 124 2 0 5-2-1 1 0 0 0 0 .00048 .00048 .00048      .00048 .000478  .000000 .000480
 263  259   0 2 0 5-2-1 2 0 0 0 0 .00000 .00000 .00000      .00000 .000045  .000000 .000050
 264  260   0 3 0 5-2 0 0 0 0 0-1 .00000 .00000 .00000      .00000 .000018  .000000 .000018
 265  261   0 3 0 5-2 0 1 0 0 0-1 .00000 .00000 .00000      .00000 .000011  .000000 .000012
 266  262   0 2 0 5-1-3 0 1 0 0 0 .00000 .00000 .00000      .00000 .000010  .000000
 267  263   0 2 0 5-1-1 0-1 0 0 2 .00000 .00000 .00000      .00000 .000022  .000000
 268  264 125 2 0 5 0-3 0 0 0 0 0 .00045 .00045 .00045      .00045 .000446  .000000 .000440
 269  265 126 2 0 5 0-3 1 0 0 0 0 .00019 .00019 .00019      .00019 .000185  .000000 .000180
 270  266   0 2 0 5 0-3 2 0 0 0 0 .00000 .00000 .00000      .00000 .000018  .000000
 271  267   0 3 0 5 0-2 0 0 0 0-1 .00000 .00000 .00000      .00000 .000018  .000000 .000018
 272  268   0 3 0 5 0-2 1 0 0 0-1 .00000 .00000 .00000      .00000 .000011  .000000 .000012
 273  269   0 2 0 6-5 0 0 1 0 0 0 .00000 .00000 .00000      .00000 .000016  .000000
 274  270 127 2 0 6-4 0 0 0 0 0 0 .00012 .00012 .00012      .00012 .000119  .000000 .000120
 275  271   0 2 0 6-4 0 1 0 0 0 0 .00000 .00000 .00000      .00000 .000049  .000000 .000060
 276  272   0 2 0 6-3-2 0 1 0 0 0 .00000 .00000 .00000      .00000 .000016  .000000
 277  273 128 2 0 6-2-2 0 0 0 0 0 .00019 .00019 .00019      .00019 .000191  .000000 .000190
 278  274   0 2 0 6-2-2 1 0 0 0 0 .00000 .00000 .00000      .00000 .000079  .000000 .000080
 279  275   0 3 0 6-2-1 0 0 0 0-1 .00000 .00000 .00000      .00000 .000006  .000000
 280  276   0 2 0 6 0-4 0 0 0 0 0 .00000 .00000 .00000      .00000 .000046  .000000 .000040
 281  277   0 2 0 6 0-4 1 0 0 0 0 .00000 .00000 .00000      .00000 .000019  .000000
 282  278   0 2 0 7-4-1 0 0 0 0 0 .00000 .00000 .00000      .00000 .000032  .000000
 283  279   0 2 0 7-4-1 1 0 0 0 0 .00000 .00000 .00000      .00000 .000013  .000000
 284  280   0 2 0 7-2-3 0 0 0 0 0 .00000 .00000 .00000      .00000 .000026  .000000
 285  281   0 2 0 7-2-3 1 0 0 0 0 .00000 .00000 .00000      .00000 .000011  .000000
 286  282   0 2 1-7 4 2 0 0 0 0-1 .00000 .00000 .00000      .00000 .000015  .000000
 287  283   0 2 1-6 0 5 0 0 0 0-1 .00000 .00000 .00000      .00000 .000011  .000000
 288  284   0 2 1-6 2 3-1 0 0 0-1 .00000 .00000 .00000      .00000 .000012  .000000
 289  285   0 2 1-6 2 3 0 0 0 0-1 .00000 .00000 .00000      .00000 .000063  .000000 .000060
 290  286   0 2 1-6 4 1-1 0 0 0-1 .00000 .00000 .00000      .00000 .000014  .000000
 291  287   0 2 1-6 4 1 0 0 0 0-1 .00000 .00000 .00000      .00000 .000076  .000000 .000080
 292  288   0 2 1-6 5 1 0-1 0 0-1 .00000 .00000 .00000      .00000 .000011  .000000
 293  289   0 2 1-6 6-1 0 0 0 0-1 .00000 .00000 .00000      .00000 .000015  .000000
 294  290   0 3 1-5 0 3 0 0 0 0 2 .00000 .00000 .00000      .00000 .000014  .000000
 295  291   0 2 1-5 0 4-1 0 0 0-1 .00000 .00000 .00000      .00000 .000021  .000000
 296  292 129 2 1-5 0 4 0 0 0 0-1 .00011 .00011 .00011      .00011 .000110  .000000 .000110
 297  293   0 2 1-5 1 2 0 1 0 0 1 .00000 .00000 .00000      .00000 .000011  .000000
 298  294   0 3 1-5 2 1-1 0 0 0 2 .00000 .00000 .00000      .00000 .000012  .000000
 299  295   0 3 1-5 2 1 0 0 0 0 2 .00000 .00000 .00000      .00000 .000031  .000000
 300  296   0 2 1-5 2 2-1 0 0 0-1 .00000 .00000 .00000      .00000 .000087  .000000 .000090
 301  297 130 2 1-5 2 2 0 0 0 0-1 .00046 .00046 .00046      .00046 .000461  .000000 .000460
 302  298   0 2 1-5 3 2 0-1 0 0-1 .00000 .00000 .00000      .00000 .000038  .000000
 303  299   0 2 1-5 4 0-1 0 0 0-1 .00000 .00000 .00000      .00000 .000054  .000000 .000060
 304  300 131 2 1-5 4 0 0 0 0 0-1 .00028 .00028 .00028      .00028 .000286  .000000 .000290
 305  301   0 2 1-5 5 0 0-1 0 0-1 .00000 .00000 .00000      .00000 .000037  .000000
 306  302   0 2 1-5 6-2 0 0 0 0-1 .00000 .00000 .00000      .00000 .000017  .000000
 307  303   0 2 1-4-1 3 0 1 0 0 1 .00000 .00000 .00000      .00000 .000020  .000000
 308  304   0 2 1-4 0 1-2 0 0 0 1 .00000 .00000 .00000      .00000 .000009  .000000
 309  305   0 3 1-4 0 2-1 0 0 0 2 .00000 .00000 .00000      .00000 .000040  .000000 .000060
 310  306 132 3 1-4 0 2 0 0 0 0 2 .00010 .00010 .00010      .00010 .000100  .000000 .000113
 311  307 133 2 1-4 0 3-1 0 0 0-1 .00020 .00020 .00020      .00021 .000203  .000000 .000200
 312  308 134 2 1-4 0 3 0 0 0 0-1 .00108 .00108 .00108      .00108 .001074  .000000 .001070
 313  309   0 2 1-4 1 1-1 1 0 0 1 .00000 .00000 .00000      .00000 .000009  .000000
 314  310 135 2 1-4 1 1 0 1 0 0 1 .00006 .00006 .00006      .00000 .000053  .000000 .000060
 315  311   0 2 1-4 1 2 0 0 0 0 1 .00000 .00000 .00000      .00000 .000017  .000000
 316  312   0 2 1-4 1 3 0-1 0 0-1 .00000 .00000 .00000      .00000 .000023  .000000
 317  313   0 2 1-4 2-1-2 0 0 0 1 .00000 .00000 .00000      .00000 .000012  .000000
 318  314   0 3 1-4 2 0-1 0 0 0 2 .00000 .00000 .00000      .00000 .000040  .000000 .000053
 319  315 136 3 1-4 2 0 0 0 0 0 2 .00010 .00010 .00010      .00010 .000101  .000000 .000113
 320  316   0 2 1-4 2 1-2 0 0 0 1 .00000 .00000 .00000      .00000 .000014  .000000
 321  317 137 2 1-4 2 1-1 0 0 0-1 .00053 .00053 .00053      .00053 .000525  .000000 .000520
 322  318 138 2 1-4 2 1 0 0 0 0-1 .00279 .00279 .00279      .00278 .002783 -.000002 .002780
 323  319   0 2 1-4 2 3 0 0 0 0 1 .00000 .00000 .00000      .00000 .000010  .000000
 324  320   0 2 1-4 3-1 0 1 0 0 1 .00000 .00000 .00000      .00000 .000011  .000000
 325  321   0 3 1-4 3 0 0-1 0 0 2 .00000 .00000 .00000      .00000 .000007  .000000
 326  322   0 2 1-4 3 0 0 0 0 0 1 .00000 .00000 .00000      .00000 .000014  .000000
 327  323   0 2 1-4 3 1-1-1 0 0-1 .00000 .00000 .00000      .00000 .000039  .000000 .000050
 328  324 139 2 1-4 3 1 0-1 0 0-1 .00022 .00022 .00022      .00021 .000210  .000000 .000220
 329  325 140 2 1-4 4-1-1 0 0 0-1 .00010 .00010 .00010      .00010 .000101  .000000 .000100
 330  326 141 2 1-4 4-1 0 0 0 0-1 .00053 .00053 .00053      .00054 .000538  .000000 .000540
 331  327   0 2 1-4 4 1 0 0 0 0 1 .00000 .00000 .00000      .00000 .000026  .000000
 332  328   0 2 1-4 4 1 1 0 0 0-1 .00000 .00000 .00000      .00000 .000012  .000000
 333  329   0 2 1-4 5-1-1-1 0 0-1 .00000 .00000 .00000      .00000 .000011  .000000
 334  330 142 2 1-4 5-1 0-1 0 0-1 .00006 .00006 .00006      .00000 .000061  .000000 .000070
 335  331   0 2 1-3-2 2-2 0 0 0 1 .00000 .00000 .00000      .00000 .000012  .000000
 336  332   0 2 1-3-2 4 0 0 0 0 1 .00000 .00000 .00000      .00000 .000036  .000000
 337  333   0 2 1-3-1 2-1 1 0 0 1 .00000 .00000 .00000      .00000 .000022  .000000
 338  334 143 2 1-3-1 2 0 1 0 0 1 .00013 .00013 .00013      .00013 .000129  .000000 .000140
 339  335   0 2 1-3 0 0-3 0 0 0 1 .00000 .00000 .00000      .00000 .000011  .000000
 340  336 144 2 1-3 0 0-2 0 0 0 1 .00006 .00006 .00006      .00000 .000057  .000000 .000060
 341  337   0 4 1-3 0 0-1 0 0 0-1 .00000 .00000 .00000      .00000 .000007  .000000
 342  338   0 4 1-3 0 0 0 0 0 0-1 .00000 .00000 .00000      .00000 .000012  .000000
 343  339   0 3 1-3 0 1-2 0 0 0 2 .00000 .00000 .00000      .00000 .000018  .000000
 344  340 145 3 1-3 0 1-1 0 0 0 2 .00023 .00023 .00023      .00023 .000229  .000000 .000233
 345  341 146 3 1-3 0 1 0 0 0 0 2 .00058 .00058 .00058      .00058 .000580  .000000 .000573
 346  342 147 2 1-3 0 2-2 0 0 0 1 .00007 .00006 .00004      .00000 .000045  .000000 .000040
 347  343 148 2 1-3 0 2-1 0 0 0-1 .00180 .00180 .00180      .00180 .001801 -.000005 .001800
 348  344 149 2 1-3 0 2 0 0 0 0-1 .00956 .00954 .00954 2Q1  .00955 .009545 -.000007 .009540
 349  345   0 3 1-3 0 3 0 0 0 0 2 .00000 .00000 .00000      .00000 .000014  .000000
 350  346   0 2 1-3 0 4 0 0 0 0 1 .00000 .00000 .00000      .00000 .000015  .000000
 351  347   0 2 1-3 1 0-1 1 0 0 1 .00000 .00000 .00000      .00000 .000028  .000000
 352  348 150 2 1-3 1 0 0 1 0 0 1 .00016 .00016 .00016      .00016 .000162  .000000 .000170
 353  349   0 2 1-3 1 1-1 0 0 0 1 .00000 .00000 .00000      .00000 .000019  .000000
 354  350   0 3 1-3 1 1 0-1 0 0 2 .00000 .00000 .00000      .00000 .000007  .000000
 355  351 151 2 1-3 1 1 0 0 0 0 1 .00010 .00010 .00010      .00011 .000102  .000000 .000110
 356  352   0 2 1-3 1 2-1-1 0 0-1 .00000 .00000 .00000      .00000 .000025  .000000
 357  353 152 2 1-3 1 2 0-1 0 0-1 .00014 .00014 .00014      .00015 .000146  .000000 .000150
 358  354   0 2 1-3 2-2-2 0 0 0 1 .00000 .00000 .00000      .00000 .000013  .000000
 359  355   0 3 1-3 2-1-1 0 0 0 2 .00000 .00000 .00000      .00000 .000043  .000000 .000040
 360  356 153 3 1-3 2-1 0 0 0 0 2 .00012 .00012 .00012      .00011 .000108  .000000 .000106
 361  357 154 2 1-3 2 0-2 0 0 0 1 .00007 .00007 .00006      .00000 .000065  .000000 .000070
 362  358 155 2 1-3 2 0-1 0 0 0-1 .00217 .00217 .00217      .00218 .002173  .000000 .002170
 363  359 156 2 1-3 2 0 0 0 0 0-1 .01153 .01153 .01153 SIG1 .01153 .011520 -.000005 .011520
 364  360   0 3 1-3 2 1 0 0 0 0 2 .00000 .00000 .00000      .00000 .000040  .000000 .000047
 365  361 157 2 1-3 2 2 0 0 0 0 1 .00010 .00010 .00010      .00000 .000096  .000000 .000100
 366  362   0 2 1-3 2 2 1 0 0 0-1 .00000 .00000 .00000      .00000 .000037  .000000
 367  363   0 2 1-3 3-1 0 0 0 0 1 .00000 .00000 .00000      .00000 .000029  .000000
 368  364 158 2 1-3 3 0-1-1 0 0-1 .00014 .00014 .00014      .00014 .000144  .000000 .000150
 369  365 159 2 1-3 3 0 0-1 0 0-1 .00078 .00078 .00078      .00079 .000776 -.000001 .000780
 370  366 160 2 1-3 4-2-1 0 0 0-1 .00007 .00007 .00007      .00000 .000066  .000000 .000070
 371  367 161 2 1-3 4-2 0 0 0 0-1 .00034 .00034 .00034      .00035 .000352  .000000 .000340
 372  368   0 3 1-3 4-1 0 0 0 0 2 .00000 .00000 .00000      .00000 .000008  .000000
 373  369   0 2 1-3 4 0 0-2 0 0-1 .00000 .00000 .00000      .00000 .000037  .000000
 374  370 162 2 1-3 4 0 0 0 0 0 1 .00011 .00011 .00011      .00000 .000075  .000000 .000120
 375  371 163 2 1-3 4 0 1 0 0 0-1 .00004 .00004 .00004      .00000 .000049  .000000 .000050
 376  372   0 2 1-3 5-2 0-1 0 0-1 .00000 .00000 .00000      .00000 .000032  .000000
 377  373   0 2 1-3 5 0 0-1 0 0 1 .00000 .00000 .00000      .00000 .000011  .000000
 378  374   0 2 1-2-2 1-3 0 0 0 1 .00000 .00000 .00000      .00000 .000011  .000000
 379  375 164 2 1-2-2 1-2 0 0 0 1 .00006 .00006 .00006      .00000 .000061  .000000 .000060
 380  376   0 3 1-2-2 2 0 0 0 0 0 .00000 .00000 .00000      .00000 .000013  .000000
 381  377   0 2 1-2-2 3-1 0 0 0 1 .00000 .00000 .00000      .00000 .000040  .000000 .000040
 382  378 165 2 1-2-2 3 0 0 0 0 1 .00023 .00023 .00023      .00023 .000232  .000000 .000240
 383  379   0 3 1-2-1 0 0 1 0 0 0 .00000 .00000 .00000      .00000 .000011  .000000
 384  380 166 2 1-2-1 1-1 1 0 0 1 .00010 .00010 .00010      .00000 .000097  .000000 .000100
 385  381 167 2 1-2-1 1 0 1 0 0 1 .00060 .00060 .00060      .00061 .000607 -.000001 .000610
 386  382   0 2 1-2-1 2 0 0 0 0-1 .00000 .00000 .00000      .00000 .000017  .000000
 387  383 168 2 1-2 0-1-3 0 0 0 1 .00006 .00006 .00006      .00000 .000052  .000000 .000050
 388  384 169 2 1-2 0-1-2 0 0 0 1 .00027 .00027 .00027      .00028 .000276  .000000 .000280
 389  385 170 3 1-2 0 0-2 0 0 0 2 .00007 .00007 .00007      .00000 .000065  .000000 .000073
 390  386 171 3 1-2 0 0-1 0 0 0 2 .00084 .00083 .00083      .00084 .000836  .000000 .000826
 391  387 172 3 1-2 0 0 0 0 0 0 2 .00212 .00212 .00212      .00211 .002112 -.000002 .002098
 392  388 173 2 1-2 0 0 0 1 0 0-1 .00006 .00006 .00006      .00000 .000052  .000000 .000090
 393  389 174 2 1-2 0 1-2 0 0 0 1 .00040 .00042 .00042      .00042 .000411  .000003 .000450
 394  390 175 2 1-2 0 1-1 0 0 0-1 .01360 .01361 .01361      .01360 .013607 -.000003 .013610
 395  391 176 2 1-2 0 1 0 0 0 0-1 .07217 .07216 .07214 Q1   .07216 .072136 -.000035 .072140
 396  392   0 4 1-2 0 1 0 0 0 0-1 .00000 .00000 .00000      .00000 .000024  .000000 .000035
 397  393   0 3 1-2 0 2-1 0 0 0 0 .00000 .00000 .00000      .00000 .000019  .000000
 398  394 177 3 1-2 0 2 0 0 0 0 2 .00013 .00013 .00013      .00013 .000130  .000000 .000126
 399  395   0 3 1-2 0 2 1 0 0 0 0 .00000 .00000 .00000      .00000 .000016  .000000
 400  396 178 2 1-2 0 3 0 0 0 0 1 .00020 .00020 .00020      .00019 .000195  .000000 .000200
 401  397   0 2 1-2 0 3 1 0 0 0 1 .00000 .00000 .00000      .00000 .000022  .000000
 402  398   0 2 1-2 1-1-1 1 0 0 1 .00000 .00000 .00000      .00000 .000022  .000000
 403  399 179 2 1-2 1-1 0 1 0 0 1 .00014 .00013 .00013      .00013 .000133  .000000 .000140
 404  400 180 2 1-2 1 0-1 0 0 0 1 .00007 .00007 .00007      .00000 .000072  .000000 .000080
 405  401   0 3 1-2 1 0 0-1 0 0 2 .00000 .00000 .00000      .00000 .000012  .000000
 406  402 181 2 1-2 1 0 0 0 0 0 1 .00039 .00039 .00039      .00039 .000390 -.000001 .000400
 407  403 182 2 1-2 1 1-1-1 0 0-1 .00011 .00011 .00011      .00011 .000109  .000000 .000110
 408  404 183 2 1-2 1 1 0-1 0 0-1 .00066 .00066 .00066      .00068 .000673 -.000001 .000660
 409  405   0 2 1-2 1 1 0 1 0 0-1 .00000 .00000 .00000      .00000 .000013  .000000
 410  406   0 2 1-2 1 1 1 1 0 0 1 .00000 .00000 .00000      .00000 .000009  .000000
 411  407 184 2 1-2 2-1-2 0 0 0 1 .00007 .00007 .00007      .00000 .000077  .000000 .000080
 412  408 185 2 1-2 2-1-1 0 0 0-1 .00259 .00259 .00259      .00258 .002584  .000000 .002580
 413  409 186 2 1-2 2-1 0 0 0 0-1 .01371 .01371 .01371 RO1  .01371 .013702 -.000006 .013700
 414  410   0 4 1-2 2-1 0 0 0 0-1 .00000 .00000 .00000      .00000 .000005  .000000
 415  411   0 3 1-2 2 0-1 0 0 0 0 .00000 .00000 .00000      .00000 .000027  .000000 .000027
 416  412 187 3 1-2 2 0 0 0 0 0 2 .00018 .00018 .00018      .00018 .000181  .000000 .000186
 417  413   0 2 1-2 2 1-1 0 0 0-1 .00000 .00000 .00000      .00000 .000021  .000000
 418  414 188 2 1-2 2 1 0 0 0 0 1 .00079 .00079 .00079      .00078 .000789  .000000 .000790
 419  415 189 2 1-2 2 1 1 0 0 0-1 .00024 .00024 .00024      .00024 .000244  .000000 .000240
 420  416 190 2 1-2 3-1-1-1 0 0-1 .00011 .00011 .00011      .00011 .000116  .000000 .000120
 421  417 191 2 1-2 3-1 0-1 0 0-1 .00063 .00063 .00063      .00064 .000630  .000000 .000630
 422  418   0 3 1-2 3 0 0-1 0 0 2 .00000 .00000 .00000      .00000 .000012  .000000
 423  419 192 2 1-2 3 1 0-1 0 0 1 .00006 .00006 .00006      .00000 .000057  .000000 .000060
 424  420   0 2 1-2 3 1 1-1 0 0-1 .00000 .00000 .00000      .00000 .000009  .000000
 425  421   0 2 1-2 4-1 0-2 0 0-1 .00000 .00000 .00000      .00000 .000023  .000000
 426  422 193 2 1-2 4-1 0 0 0 0 1 .00017 .00017 .00017      .00014 .000151  .000000 .000180
 427  423   0 2 1-2 4-1 1 0 0 0-1 .00000 .00000 .00000      .00000 .000045  .000000 .000040
 428  424   0 2 1-2 5-1 0-1 0 0 1 .00000 .00000 .00000      .00000 .000017  .000000
 429  425   0 2 1-1-3 2 0 1 0 0 1 .00000 .00000 .00000      .00000 .000046  .000000
 430  426   0 2 1-1-2 0-3 0 0 0 1 .00000 .00000 .00000      .00000 .000028  .000000
 431  427 194 2 1-1-2 0-2 0 0 0 1 .00016 .00016 .00016      .00017 .000163  .000000 .000160
 432  428   0 2 1-1-2 0 0 2 0 0 1 .00000 .00000 .00000      .00000 .000013  .000000
 433  429   0 3 1-1-2 1-1 0 0 0 0 .00000 .00000 .00000      .00000 .000015  .000000
 434  430   0 3 1-1-2 1 0 0 0 0 0 .00000 .00000 .00000      .00000 .000029  .000000
 435  431 195 2 1-1-2 2-1 0 0 0 1 .00020 .00020 .00020      .00020 .000198  .000000 .000200
 436  432 196 2 1-1-2 2 0 0 0 0 1 .00114 .00114 .00114      .00113 .001132  .000000 .001140
 437  433 197 2 1-1-1 0-1 1 0 0 1 .00016 .00016 .00016      .00015 .000154  .000000 .000160
 438  434 198 2 1-1-1 0 0 1 0 0 1 .00129 .00129 .00129      .00130 .001296 -.000002 .001300
 439  435 199 2 1-1-1 1 0 0 0 0-1 .00006 .00006 .00006      .00000 .000057  .000000 .000050
 440  436   0 3 1-1-1 1 0 1 0 0 0 .00000 .00000 .00000      .00000 .000007  .000000
 441  437   0 2 1-1-1 2 0 1 0 0-1 .00000 .00000 .00000      .00000 .000033  .000000
 442  438   0 2 1-1 0-2-2 0 0 0-1 .00000 .00000 .00000      .00000 .000014  .000000
 443  439   0 3 1-1 0-1-2 0 0 0 0 .00000 .00000 .00000      .00000 .000008  .000000
 444  440   0 3 1-1 0-1-1 0 0 0 0 .00000 .00000 .00000      .00000 .000047  .000000 .000060
 445  441   0 2 1-1 0 0-3 0 0 0-1 .00000 .00000 .00000      .00000 .000021  .000000
 446  442 200 3 1-1 0-1 0 0 0 0 0 .00012 .00012 .00012      .00012 .000119  .000000 .000126
 447  443 201 2 1-1 0 0-2 0 0 0 1 .00218 .00218 .00218      .00218 .002178 -.000003 .002180
 448  444 202 2 1-1 0 0-1 0 0 0-1 .07105 .07107 .07107      .07105 .071081  .000020 .071080
 449  445   0 4 1-1 0 0-1 0 0 0-1 .00000 .00000 .00000      .00000 .000011  .000000
 450  446 203 2 1-1 0 0 0 0 0 0-1 .37700 .37690 .37683 O1   .37689 .376763 -.000178 .376770
 451  447   0 4 1-1 0 0 0 0 0 0-1 .00000 .00000 .00000      .00000 .000098  .000000 .000105
 452    0   0 2 1-1 0 0 0 1 0 0-1 .00000 .00000 .00000      .00000 .000000  .000000 .000120
 453  448   0 2 1-1 0 0 1 0 0 0-1 .00000 .00000 .00000      .00000 .000015  .000000
 454  449   0 4 1-1 0 0 1 0 0 0 1 .00000 .00000 .00000      .00000 .000008  .000000
 455  450 204 3 1-1 0 1-1 0 0 0 0 .00017 .00017 .00017      .00016 .000160  .000000 .000166
 456  451 205 3 1-1 0 1 0 0 0 0 2 .00108 .00108 .00108      .00108 .001080  .000000 .001079
 457  452 206 3 1-1 0 1 1 0 0 0 0 .00015 .00013 .00015      .00014 .000141  .000000 .000146
 458  453 207 2 1-1 0 2-1 0 0 0-1 .00007 .00007 .00007      .00000 .000070  .000000 .000070
 459  454 208 2 1-1 0 2 0 0 0 0 1 .00243 .00244 .00244      .00243 .002429 -.000002 .002430
 460  455 209 2 1-1 0 2 1 0 0 0 1 .00039 .00040 .00040      .00040 .000396  .000000 .000400
 461  456   0 2 1-1 0 2 2 0 0 0-1 .00000 .00000 .00000      .00000 .000015  .000000
 462  457   0 2 1-1 1-1 0 0 0 0 1 .00000 .00000 .00000      .00000 .000014  .000000
 463  458 210 2 1-1 1 0-1-1 0 0-1 .00013 .00011 .00011      .00012 .000119  .000000 .000120
 464  459 211 2 1-1 1 0 0-1 0 0-1 .00109 .00109 .00109      .00115 .001141 -.000002 .001090
 465  460   0 2 1-1 1 0 0 1 0 0-1 .00000 .00000 .00000      .00000 .000055  .000000
 466  461   0 2 1-1 1 0 1 1 0 0 1 .00000 .00000 .00000      .00000 .000035  .000000
 467  462   0 3 1-1 1 1 0-1 0 0 2 .00000 .00000 .00000      .00000 .000008  .000000
 468  463   0 2 1-1 1 1 0 0 0 0-1 .00000 .00000 .00000      .00000 .000025  .000000
 469  464   0 2 1-1 1 2 0-1 0 0 1 .00000 .00000 .00000      .00000 .000030  .000000
 470  465   0 2 1-1 2-2-1 0 0 0 1 .00000 .00000 .00000      .00000 .000040  .000000 .000040
 471  466 212 2 1-1 2-2 0 0 0 0 1 .00022 .00022 .00022      .00021 .000215  .000000 .000220
 472  467   0 3 1-1 2-1-1 0 0 0 0 .00000 .00000 .00000      .00000 .000031  .000000 .000033
 473  468 213 3 1-1 2-1 0 0 0 0 2 .00022 .00022 .00022      .00021 .000210  .000000 .000213
 474  469   0 3 1-1 2-1 1 0 0 0 0 .00000 .00000 .00000      .00000 .000029  .000000 .000040
 475  470 214 2 1-1 2 0-1 0 0 0-1 .00014 .00014 .00014      .00014 .000140  .000000 .000140
 476  471   0 2 1-1 2 0 0-2 0 0-1 .00000 .00000 .00000      .00000 .000014  .000000
